Brand,Model,Year,Km,Power,Fuel_type,Price
Porsche,Cayman,2013,31500,320,Gasolina,49900
Porsche,Macan,2015,96886,258,Diesel,42990
Porsche,Cayenne,2015,29000,262,Diesel,49500
Porsche,Cayenne,2015,119000,245,Diesel,41900
Porsche,Cayenne,2014,114744,245,Diesel,41995
Porsche,Cayenne,2015,150000,385,Diesel,49990
Porsche,Cayenne,2013,223002,245,Diesel,30000
Porsche,Cayenne,2013,142300,382,Diesel,33900
Porsche,Panamera,2013,101999,250,Diesel,44999
Porsche,Panamera,2015,53500,300,Diesel,50900
Porsche,Cayenne,2015,135000,519,Gasolina,57899
Porsche,Macan,2015,88000,258,Diesel,48990
Porsche,Cayman,2014,110000,275,Gasolina,39990
Porsche,Cayenne,2015,55900,262,Diesel,46890
Porsche,Panamera,2013,185869,416,Electro/Gasolina,49900
Porsche,Macan,2015,82500,258,Diesel,46900
Porsche,Boxster,2015,38000,315,Gasolina,53000
Porsche,Panamera,2014,161000,300,Diesel,39900
Porsche,Macan,2015,119000,400,Gasolina,53990
Porsche,Macan,2014,189900,258,Diesel,39800
Porsche,Cayenne,2015,111600,262,Diesel,52000
Porsche,Panamera,2015,248000,441,Gasolina,46000
Porsche,Cayenne,2013,98200,245,Diesel,39000
Porsche,Panamera,2015,17300,300,Diesel,62500
Porsche,Cayenne,2013,193000,382,Diesel,38000
Porsche,Panamera,2014,55000,300,Diesel,49500
Porsche,Panamera,2014,140000,300,Diesel,50000
Porsche,Cayenne,2016,30000,570,Gasolina,84900
Porsche,Cayenne,2017,30883,340,Gasolina,45000
Porsche,Panamera,2017,49000,421,Diesel,79900
Porsche,Macan,2016,81000,258,Diesel,46000
Porsche,Cayenne,2017,33000,441,Gasolina,89500
Porsche,Panamera,2017,86000,421,Diesel,90000
Porsche,Macan,2017,46900,340,Gasolina,59500
Porsche,Cayman,2017,15500,299,Gasolina,65900
Porsche,Boxster,2016,24500,349,Gasolina,67900
Porsche,Cayenne,2016,89900,258,Diesel,69900
Porsche,Panamera,2016,84000,300,Diesel,52750
Porsche,Panamera,2016,71111,300,Diesel,59900
Porsche,Cayenne,2017,78000,416,Electro/Gasolina,63250
Porsche,Macan,2016,54578,258,Diesel,52900
Porsche,Panamera,2017,9000,462,Electro/Gasolina,79000
Porsche,Panamera,2017,44000,462,Electro/Gasolina,89900
Porsche,Macan,2017,59000,258,Diesel,56000
Porsche,Cayenne,2016,122944,262,Diesel,47900
Porsche,Cayenne,2016,103000,262,Diesel,42000
Porsche,Boxster,2016,8050,349,Gasolina,65000
Porsche,Cayenne,2016,83000,262,Diesel,42000
Porsche,Macan,2016,108107,258,Diesel,44900
Porsche,Macan,2016,78000,258,Diesel,45500
Porsche,Panamera,2017,53500,462,Electro/Gasolina,97800
Porsche,Cayenne,2016,90000,262,Diesel,44000
Porsche,Macan,2017,40500,441,Gasolina,89000
Porsche,Panamera,2017,62000,441,Gasolina,84900
Porsche,Cayenne,2017,79000,262,Diesel,51000
Porsche,Macan,2016,118000,400,Gasolina,52990
Porsche,Panamera,2017,42000,421,Diesel,85000
Porsche,Cayman,2016,53000,299,Gasolina,55000
Porsche,Macan,2016,92105,258,Diesel,38990
